precinct_code,gen_dem_CLINTON,gen_ind_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_lib_FELDMAN,pri_lib_HALE,pri_lib_INCE,pri_lib_JOHNSON,pri_lib_JR.,pri_lib_KERBEL,pri_lib_PERRY,pri_lib_PETERSEN,pri_lib_REID,pri_lib_SMITH,pri_lib_WAYMIRE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Durham-376302,404.0,7.0,21.0,61.0,231.0,0.0,1.0,280.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,0.0,6.0,0.0,12.0,493.0,56.0,512.0
Durham-376303,337.0,4.0,17.0,69.0,229.0,0.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,12.0,427.0,56.0,510.0
Durham-376304,310.0,5.0,12.0,63.0,255.0,0.0,2.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,0.0,1.0,25.0,0.0,18.0,0.0,22.0,390.0,95.0,603.0
Durham-376305,459.0,6.0,20.0,82.0,191.0,0.0,2.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,12.0,567.0,51.0,351.0
Durham-376306,278.0,1.0,13.0,24.0,254.0,0.0,1.0,221.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,12.0,316.0,62.0,476.0
Durham-376307,282.0,5.0,10.0,34.0,255.0,0.0,2.0,259.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,30.0,1.0,8.0,0.0,7.0,331.0,58.0,516.0
Durham-376308,412.0,5.0,16.0,35.0,288.0,0.0,3.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,18.0,1.0,5.0,0.0,9.0,468.0,44.0,567.0
Durham-376309,359.0,4.0,19.0,93.0,460.0,0.0,3.0,290.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,50.0,1.0,13.0,0.0,28.0,475.0,130.0,753.0
Durham-376310,257.0,0.0,2.0,11.0,140.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,270.0,7.0,207.0
Durham-376312,168.0,0.0,7.0,13.0,99.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,188.0,2.0,140.0
Durham-376313,270.0,1.0,4.0,10.0,127.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,285.0,3.0,173.0
Durham-376314,306.0,5.0,6.0,25.0,182.0,1.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,342.0,19.0,290.0
Durham-376315,266.0,1.0,5.0,25.0,146.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,297.0,13.0,226.0
Durham-376316,291.0,2.0,21.0,123.0,270.0,0.0,2.0,256.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,69.0,1.0,0.0,1.0,51.0,0.0,22.0,0.0,39.0,437.0,189.0,528.0
Durham-376317,444.0,1.0,4.0,18.0,311.0,4.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,12.0,0.0,5.0,0.0,3.0,467.0,29.0,524.0
Durham-376318,479.0,0.0,8.0,32.0,280.0,0.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,519.0,18.0,382.0
Durham-376319,511.0,4.0,23.0,91.0,390.0,3.0,2.0,302.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,35.0,1.0,0.0,0.0,14.0,0.0,5.0,0.0,30.0,629.0,87.0,697.0
Durham-376320,254.0,4.0,5.0,34.0,250.0,0.0,2.0,329.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,15.0,1.0,5.0,1.0,9.0,297.0,40.0,581.0
Durham-376321,280.0,6.0,11.0,68.0,235.0,1.0,1.0,323.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,17.0,365.0,61.0,560.0
Durham-376322,726.0,0.0,14.0,44.0,607.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,11.0,784.0,32.0,947.0
Durham-376323,571.0,3.0,27.0,105.0,662.0,1.0,1.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,17.0,1.0,16.0,0.0,58.0,706.0,139.0,1022.0
Durham-376324,424.0,4.0,22.0,279.0,434.0,0.0,4.0,301.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,119.0,0.0,0.0,0.0,100.0,0.0,32.0,0.0,111.0,729.0,364.0,739.0
Durham-376325,151.0,1.0,33.0,221.0,156.0,3.0,8.0,164.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,160.0,0.0,0.0,1.0,34.0,0.0,19.0,0.0,124.0,406.0,341.0,331.0
Durham-376326,128.0,1.0,12.0,317.0,98.0,1.0,9.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,122.0,1.0,0.0,0.0,25.0,0.0,13.0,0.0,104.0,458.0,269.0,202.0
Durham-376327,295.0,2.0,29.0,176.0,355.0,0.0,2.0,251.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,1.0,0.0,1.0,139.0,1.0,42.0,0.0,71.0,502.0,333.0,608.0
Durham-376328,197.0,4.0,32.0,549.0,231.0,0.0,7.0,174.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,231.0,0.0,0.0,1.0,78.0,0.0,26.0,0.0,207.0,782.0,548.0,412.0
Durham-376329,411.0,2.0,21.0,306.0,371.0,1.0,3.0,255.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,146.0,1.0,0.0,0.0,12.0,0.0,18.0,0.0,115.0,740.0,295.0,630.0
Durham-376330-1,434.0,1.0,37.0,220.0,494.0,0.0,2.0,412.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,40.0,2.0,23.0,0.0,99.0,692.0,320.0,908.0
Durham-376330-2,536.0,3.0,27.0,118.0,693.0,2.0,4.0,483.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,89.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,65.0,684.0,188.0,1182.0
Durham-376331,403.0,4.0,34.0,296.0,349.0,0.0,6.0,327.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,133.0,0.0,0.0,0.0,39.0,0.0,33.0,0.0,116.0,737.0,327.0,682.0
Durham-376332,122.0,1.0,23.0,231.0,122.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,168.0,0.0,0.0,0.0,48.0,1.0,17.0,0.0,123.0,377.0,362.0,251.0
Durham-376333,568.0,1.0,69.0,249.0,385.0,0.0,4.0,404.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,143.0,0.0,0.0,1.0,45.0,1.0,40.0,1.0,95.0,887.0,330.0,793.0
Durham-376334-1,293.0,0.0,24.0,87.0,332.0,1.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,0.0,0.0,0.0,33.0,0.0,20.0,1.0,13.0,404.0,113.0,642.0
Durham-376334-2,524.0,1.0,25.0,81.0,541.0,0.0,2.0,388.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,0.0,0.0,27.0,1.0,25.0,0.0,22.0,631.0,129.0,931.0
Durham-376335.3,540.0,7.0,47.0,286.0,625.0,0.0,6.0,568.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,231.0,3.0,0.0,1.0,115.0,2.0,57.0,0.0,93.0,880.0,506.0,1199.0
Durham-376336,447.0,3.0,16.0,95.0,289.0,3.0,3.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,46.0,1.0,29.0,0.0,27.0,561.0,163.0,613.0
Durham-376337,402.0,6.0,26.0,343.0,392.0,1.0,8.0,428.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,229.0,0.0,0.0,0.0,121.0,0.0,46.0,1.0,151.0,777.0,553.0,829.0
Durham-376338,511.0,4.0,41.0,176.0,427.0,0.0,3.0,465.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,126.0,1.0,0.0,0.0,93.0,2.0,40.0,0.0,66.0,732.0,330.0,895.0
Durham-376339,377.0,2.0,27.0,243.0,449.0,2.0,5.0,279.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,0.0,1.0,0.0,164.0,0.0,43.0,0.0,103.0,649.0,433.0,735.0
Durham-376340,276.0,1.0,12.0,54.0,259.0,1.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,22.0,0.0,13.0,0.0,17.0,343.0,71.0,526.0
Durham-376341,291.0,0.0,2.0,7.0,348.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,300.0,9.0,423.0
Durham-376342,220.0,1.0,1.0,7.0,250.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,229.0,7.0,330.0
Durham-376343,457.0,7.0,41.0,254.0,640.0,2.0,7.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,177.0,0.0,0.0,0.0,140.0,2.0,45.0,0.0,88.0,759.0,456.0,1159.0
Durham-376344,259.0,1.0,41.0,232.0,372.0,2.0,9.0,286.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,240.0,0.0,0.0,0.0,97.0,0.0,38.0,0.0,146.0,533.0,528.0,669.0
Durham-376345,323.0,2.0,31.0,303.0,397.0,1.0,13.0,368.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,233.0,0.0,1.0,1.0,64.0,0.0,32.0,1.0,165.0,659.0,503.0,779.0
Durham-376346,428.0,4.0,21.0,130.0,303.0,1.0,3.0,252.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,62.0,1.0,0.0,1.0,17.0,0.0,9.0,0.0,39.0,583.0,133.0,559.0
Durham-376347,295.0,0.0,2.0,11.0,338.0,1.0,1.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,308.0,8.0,472.0
Durham-376348,255.0,4.0,21.0,106.0,266.0,0.0,5.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,37.0,0.0,24.0,0.0,31.0,386.0,151.0,507.0
Durham-376350,500.0,7.0,51.0,240.0,441.0,2.0,2.0,460.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,119.0,1.0,0.0,0.0,99.0,2.0,37.0,0.0,81.0,798.0,343.0,905.0
Durham-376351,475.0,5.0,67.0,178.0,567.0,1.0,1.0,488.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,126.0,1.0,1.0,0.0,91.0,1.0,57.0,0.0,74.0,725.0,356.0,1057.0
Durham-376352,462.0,1.0,9.0,58.0,399.0,0.0,1.0,204.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,24.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,18.0,530.0,57.0,604.0
Durham-376353-1,306.0,2.0,31.0,152.0,300.0,0.0,0.0,275.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,85.0,2.0,40.0,0.0,39.0,491.0,266.0,575.0
Durham-376353-2,458.0,7.0,55.0,240.0,444.0,1.0,4.0,296.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,122.0,0.0,0.0,0.0,143.0,3.0,49.0,0.0,67.0,760.0,387.0,745.0
Durham-376354,516.0,1.0,37.0,146.0,437.0,0.0,1.0,415.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,93.0,0.0,0.0,1.0,60.0,0.0,37.0,0.0,46.0,700.0,240.0,853.0
Durham-376355-11,395.0,0.0,5.0,6.0,280.0,0.0,0.0,127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,406.0,4.0,407.0
Durham-376355-49,347.0,0.0,4.0,4.0,43.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,355.0,3.0,143.0
Durham-3763ABSENTEE,4207.0,21.0,166.0,1204.0,398.0,0.0,2.0,310.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,78.0,1.0,0.0,1.0,57.0,0.0,72.0,0.0,65.0,5598.0,287.0,710.0
Durham-3763OS-BOE,17418.0,74.0,241.0,1006.0,2875.0,6.0,12.0,1825.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,113.0,0.0,1.0,0.0,56.0,1.0,54.0,0.0,79.0,18739.0,311.0,4718.0
Durham-3763OS-DTC,1560.0,10.0,40.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752.0,0.0,0.0
Durham-3763OS-DTCC,0.0,0.0,0.0,0.0,328.0,1.0,2.0,226.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,1.0,7.0,1.0,10.0,0.0,16.0,0.0,65.0,557.0
Durham-3763OS-DTCN,684.0,2.0,49.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,0.0,0.0
Durham-3763OS-DUKE,7266.0,37.0,196.0,740.0,1507.0,0.0,4.0,1574.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,98.0,0.0,0.0,2.0,155.0,0.0,173.0,0.0,60.0,8239.0,490.0,3085.0
Durham-3763OS-EMM,0.0,0.0,0.0,0.0,270.0,1.0,0.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,18.0,384.0
Durham-3763OS-ENO,14585.0,45.0,440.0,2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17939.0,0.0,0.0
Durham-3763OS-ERL,10540.0,38.0,352.0,3724.0,1851.0,5.0,10.0,916.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,332.0,0.0,0.0,4.0,122.0,1.0,90.0,0.0,279.0,14654.0,838.0,2782.0
Durham-3763OS-ERUF,0.0,0.0,0.0,0.0,1461.0,1.0,6.0,1166.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,165.0,0.0,0.0,0.0,160.0,1.0,113.0,1.0,128.0,0.0,572.0,2634.0
Durham-3763OS-FRONT,1617.0,7.0,97.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215.0,0.0,0.0
Durham-3763OS-FS83,0.0,0.0,0.0,0.0,799.0,1.0,6.0,523.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,138.0,1.0,0.0,1.0,45.0,0.0,54.0,0.0,88.0,0.0,331.0,1329.0
Durham-3763OS-GETG,1145.0,7.0,17.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0
Durham-3763OS-IVY,4157.0,13.0,98.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4644.0,0.0,0.0
Durham-3763OS-NCCU,3814.0,11.0,48.0,62.0,930.0,1.0,1.0,583.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,5.0,3935.0,26.0,1515.0
Durham-3763OS-NJBC,2259.0,3.0,42.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465.0,0.0,0.0
Durham-3763OS-NRL,12091.0,51.0,424.0,6443.0,2429.0,9.0,30.0,1153.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,1.0,518.0,3.0,0.0,7.0,167.0,5.0,166.0,0.0,488.0,19009.0,1370.0,3621.0
Durham-3763OS-ROSE,0.0,0.0,0.0,0.0,566.0,1.0,7.0,424.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,0.0,0.0,0.0,81.0,2.0,58.0,0.0,160.0,0.0,510.0,998.0
Durham-3763OS-SRL,18327.0,61.0,507.0,2783.0,3650.0,2.0,11.0,1747.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,285.0,0.0,0.0,3.0,158.0,2.0,121.0,0.0,183.0,21678.0,764.0,5410.0
Edgecombe-37650101,429.0,0.0,6.0,31.0,382.0,0.0,3.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,466.0,24.0,471.0
Edgecombe-37650102,329.0,1.0,8.0,297.0,281.0,4.0,17.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,80.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,79.0,635.0,183.0,475.0
Edgecombe-37650103,263.0,4.0,10.0,298.0,206.0,2.0,6.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,69.0,0.0,0.0,1.0,11.0,0.0,10.0,0.0,97.0,575.0,195.0,354.0
Edgecombe-37650104,232.0,0.0,6.0,209.0,187.0,1.0,8.0,124.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,58.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,65.0,447.0,145.0,320.0
Edgecombe-37650201,203.0,0.0,8.0,215.0,132.0,2.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,49.0,426.0,80.0,191.0
Edgecombe-37650301,60.0,0.0,0.0,71.0,59.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,131.0,21.0,76.0
Edgecombe-37650401,119.0,0.0,3.0,83.0,84.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,205.0,28.0,119.0
Edgecombe-37650501,113.0,0.0,3.0,116.0,56.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,25.0,232.0,55.0,91.0
Edgecombe-37650601,213.0,1.0,6.0,106.0,171.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,15.0,326.0,40.0,224.0
Edgecombe-37650701,207.0,0.0,3.0,126.0,225.0,0.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,37.0,336.0,62.0,292.0
Edgecombe-37650801,73.0,0.0,6.0,244.0,84.0,1.0,3.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,56.0,323.0,108.0,145.0
Edgecombe-37650901,98.0,1.0,9.0,298.0,67.0,1.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,69.0,406.0,131.0,139.0
Edgecombe-37651001,183.0,1.0,13.0,193.0,189.0,3.0,11.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,61.0,390.0,153.0,300.0
Edgecombe-37651101,106.0,0.0,6.0,239.0,84.0,1.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,45.0,351.0,105.0,145.0
Edgecombe-37651201,567.0,0.0,2.0,26.0,529.0,1.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,595.0,13.0,652.0
Edgecombe-37651202,300.0,0.0,5.0,9.0,211.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,314.0,2.0,260.0
Edgecombe-37651203,257.0,0.0,12.0,387.0,198.0,0.0,11.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,121.0,1.0,0.0,0.0,12.0,0.0,19.0,0.0,102.0,656.0,261.0,308.0
Edgecombe-37651204,256.0,0.0,2.0,17.0,282.0,0.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,275.0,15.0,354.0
